177
-1.0493963580966511e+15	6.7279404259852219e+09	-1.3401746446990255e+04	1.1415337825364243e-02
2.3690325839867256e+14	-1.6793893145023355e+09	4.9151869897858887e+03	-1.8869456536004265e-03
-7.1560795882198562e+13	5.1687803261433417e+08	-2.9729530009413520e+02	2.2367131620385275e-03
1.0008004006836826e+13	-1.1578056811314285e+08	1.3383664791603132e+03	8.2711170503498206e-04
-4.2092374325891069e+12	4.3422145216553733e+06	1.0000569937043307e+03	1.1447125948330391e-03
1.7802018862495291e+12	-5.0784348462949201e+07	1.1691845633438463e+03	9.7175220898929808e-04
1.6481846031713616e+12	-4.9460707377873033e+07	1.1647608351741944e+03	9.7668037547884263e-04
2.1809370680944937e+12	-5.5279456294840917e+07	1.1859450568580862e+03	9.5097202850390997e-04
2.1310075070062876e+12	-5.4685401371476158e+07	1.1835890627717331e+03	9.5408661601460308e-04
1.9981119284490691e+12	-5.2962961441474222e+07	1.1761476330801543e+03	9.6480297925610932e-04
1.7837225247769773e+12	-4.9936037067980468e+07	1.1619021044518468e+03	9.8715075550901451e-04
1.5545438888800234e+12	-4.6411215917879432e+07	1.1438312458956343e+03	1.0180323156461632e-03
1.3310342867821592e+12	-4.2666457182841286e+07	1.1229175761889453e+03	1.0569650935674827e-03
1.1264633099984358e+12	-3.8932783338665076e+07	1.1002028512984205e+03	1.1030286356608372e-03
9.4542743528664661e+11	-3.5333453019219153e+07	1.0763490547896572e+03	1.1557239574180866e-03
7.8880412943749121e+11	-3.1941278809948519e+07	1.0518596260428631e+03	1.2146568701898106e-03
6.5530571288202661e+11	-2.8791626769828551e+07	1.0270895245695106e+03	1.2795908077787620e-03
5.4269543380501959e+11	-2.5897422371332202e+07	1.0022948102416768e+03	1.3503964333153604e-03
4.4839973283630151e+11	-2.3257399075143710e+07	9.7765698500038184e+02	1.4270400035314487e-03
3.6985596616972339e+11	-2.0861920494308390e+07	9.5330403345597085e+02	1.5095657882422937e-03
3.0468332674754517e+11	-1.8696657873528548e+07	9.2932483881993210e+02	1.5980849621406118e-03
2.5075735171436700e+11	-1.6744980727334457e+07	9.0577994738537359e+02	1.6927662492490266e-03
2.0622958604627505e+11	-1.4989461561269142e+07	8.8270934191645847e+02	1.7938290092938262e-03
1.6951848073411823e+11	-1.3412805975053873e+07	8.6013812614576750e+02	1.9015379652681666e-03
1.3928635323503452e+11	-1.1998404224336572e+07	8.3808066081640141e+02	2.0161993468992847e-03
1.1441092407912120e+11	-1.0730637471434854e+07	8.1654357791571908e+02	2.1381581480244835e-03
9.3956080981989304e+10	-9.5950263679622263e+06	7.9552797503858392e+02	2.2677962970172418e-03
7.7144273622467758e+10	-8.5782801067104582e+06	7.7503101244433537e+02	2.4055315713267483e-03
6.3331637737880264e+10	-7.6682841888058260e+06	7.5504707460842246e+02	2.5518171254968530e-03
5.1986213935130554e+10	-6.8540519282430261e+06	7.3556861393365921e+02	2.7071415329724367e-03
4.2669232153643745e+10	-6.1256559657141464e+06	7.1658676299123499e+02	2.8720292605894683e-03
3.5019234955514999e+10	-5.4741502035244210e+06	6.9809177764796254e+02	3.0470415181931276e-03
2.8738729473242966e+10	-4.8914887531349212e+06	6.8007335717059277e+02	3.2327774352694321e-03
2.3583036751054096e+10	-4.3704459355853256e+06	6.6252087474331245e+02	3.4298755296953429e-03
1.9351019709975948e+10	-3.9045397275779215e+06	6.4542354325395104e+02	3.6390154374228915e-03
1.5877399174483612e+10	-3.4879599684306066e+06	6.2877053486706575e+02	3.8609198724833919e-03
1.3026401731656416e+10	-3.1155019570228099e+06	6.1255106863418916e+02	4.0963567779617556e-03
1.0686518164996624e+10	-2.7825056315471455e+06	5.9675447739060826e+02	4.3461416112331504e-03
8.7661841231272392e+09	-2.4848002563347491e+06	5.8137026323863051e+02	4.6111396761880892e-03
7.1902242520406752e+09	-2.2186543738578577e+06	5.6638814936230699e+02	4.8922683741214178e-03
5.8969268924033194e+09	-1.9807306825096994e+06	5.5179813454916052e+02	5.1904991934815480e-03
4.8356386107360191e+09	-1.7680454341403390e+06	5.3759055443000227e+02	5.5068592206263646e-03
3.9647867109756589e+09	-1.5779319133296628e+06	5.2375615051471857e+02	5.8424319368208626e-03
3.2502537028557048e+09	-1.4080075314832840e+06	5.1028614272979877e+02	6.1983571386749290e-03
2.6640410593114715e+09	-1.2561440732698098e+06	4.9717229505323007e+02	6.5758299968755865e-03
2.1831707239856462e+09	-1.1204406535052648e+06	4.8440695633094947e+02	6.9760996264773894e-03
1.7887821740588005e+09	-9.9919901276637544e+05	4.7198305317606639e+02	7.4004680438550857e-03
1.4653905804936612e+09	-8.9090088841184869e+05	4.5989401110645014e+02	7.8502909717896984e-03
1.2002779728639500e+09	-7.9418734585561592e+05	4.4813358799492289e+02	8.3269824054350589e-03
9.8299443979725325e+08	-7.0784011270141380e+05	4.3669562248175799e+02	8.8320248574872348e-03
8.0495040317564094e+08	-6.3076507513066777e+05	4.2557372715508393e+02	9.3669864548957434e-03
6.5908407268066502e+08	-5.6197812214179314e+05	4.1476098536736254e+02	9.9335444036918880e-03
5.3959054946807480e+08	-5.0059342997525597e+05	4.0424973105813160e+02	1.0533511937690847e-02
4.4170094225114286e+08	-4.4581406374836527e+05	3.9403148947786565e+02	1.1168863458920044e-02
3.6150157704479140e+08	-3.9692451264031662e+05	3.8409712901920778e+02	1.1841751056138399e-02
2.9578505625416172e+08	-3.5328454870091652e+05	3.7443722194297658e+02	1.2554506034969253e-02
2.4192662131172496e+08	-3.1432371414290485e+05	3.6504255218772522e+02	1.3309621788276247e-02
1.9778088565181401e+08	-2.7953583266301930e+05	3.5590466166996595e+02	1.4109718829376039e-02
1.6159539109878924e+08	-2.4847318737501831e+05	3.4701631249205286e+02	1.4957497572150341e-02
1.3193846150946987e+08	-2.2074031759804185e+05	3.3837176660550710e+02	1.5855687748471240e-02
1.0763944751752792e+08	-1.9598765176095103e+05	3.2996683755165208e+02	1.6807003899834128e-02
8.7739742937842652e+07	-1.7390533382862306e+05	3.2179873027629372e+02	1.7814114002831817e-02
7.1453042743507311e+07	-1.5421759531103820e+05	3.1386573293670955e+02	1.8879624002598756e-02
5.8133346570219412e+07	-1.3667791187664843e+05	3.0616684624099111e+02	2.0006076418824570e-02
4.7249284290990263e+07	-1.2106502720065879e+05	2.9870142993924463e+02	2.1195957761808926e-02
3.8363484488434441e+07	-1.0717978820039434e+05	2.9146892165342086e+02	2.2451707989407092e-02
3.1115905718471896e+07	-9.4842648550249083e+04	2.8446865211154341e+02	2.3775725685798534e-02
2.5210268476282660e+07	-8.3891668074267247e+04	2.7769975382745372e+02	2.5170364399681816e-02
2.0402927826595269e+07	-7.4180849574654407e+04	2.7116114251029762e+02	2.6637917931464947e-02
1.6493693176114451e+07	-6.5578692259678617e+04	2.6485154339541839e+02	2.8180594554423781e-02
1.3318226574357359e+07	-5.7966883090124538e+04	2.5876953549967141e+02	2.9800481899641851e-02
1.0741739384277292e+07	-5.1239083725693257e+04	2.5291359276980359e+02	3.1499505279995413e-02
8.6537675383749455e+06	-4.5299795742371425e+04	2.4728210851103884e+02	3.3279382769562563e-02
6.9638472830530899e+06	-4.0063301162761680e+04	2.4187339659185568e+02	3.5141580478352266e-02
5.5979433137209024e+06	-3.5452681315254013e+04	2.3668566845100042e+02	3.7087271379903503e-02
4.4955043330085305e+06	-3.1398917789655003e+04	2.3171698869971630e+02	3.9117300866899060e-02
3.6070400256995652e+06	-2.7840077187627558e+04	2.2696521408275606e+02	4.1232162094225130e-02
2.8921297884607543e+06	-2.4720578776030845e+04	2.2242792169131860e+02	4.3431983938324800e-02
2.3177876828667917e+06	-2.1990541290552144e+04	2.1810233211701711e+02	4.5716534396554716e-02
1.8571205137261993e+06	-1.9605203340353597e+04	2.1398523303564741e+02	4.8085242059747034e-02
1.4882265955601507e+06	-1.7524410463765584e+04	2.1007290776448355e+02	5.0537238315533986e-02
1.1932919296107218e+06	-1.5712161416043826e+04	2.0636107257956621e+02	5.3071422833810181e-02
9.5784819858679839e+05	-1.4136206129265018e+04	2.0284482539936593e+02	5.5686555030345683e-02
7.7016343205317948e+05	-1.2767688217282026e+04	1.9951860752527119e+02	5.8381374306262342e-02
6.2074149810321664e+05	-1.1580825421865015e+04	1.9637617888286357e+02	6.1154752383535738e-02
5.0191095138550375e+05	-1.0552622201380247e+04	1.9341060621989485e+02	6.4005881759561539e-02
4.0748732837633765e+05	-9.6626094555094151e+03	1.9061426259821553e+02	6.6934505604851299e-02
3.3249588482496102e+05	-8.8926072286395702e+03	1.8797883558011685e+02	6.9941196289352706e-02
2.7294412360466208e+05	-8.2265070055862343e+03	1.8549534056077096e+02	7.3027692534038569e-02
2.2563537601732882e+05	-7.6500709715500652e+03	1.8315413505241042e+02	7.6197308882735335e-02
1.8801624707655716e+05	-7.1507462053715572e+03	1.8094492899918359e+02	7.9455436469026877e-02
1.5805200026976122e+05	-6.7174923470667436e+03	1.7885678589821509e+02	8.2810160669431643e-02
1.3412498289405750e+05	-6.3406216769804978e+03	1.7687810910590858e+02	8.6273030170982923e-02
1.1495203707041586e+05	-6.0116508993313746e+03	1.7499660771774549e+02	8.9860023012674817e-02
9.9517531953293903e+04	-5.7231641388357839e+03	1.7319923638751942e+02	9.3592769353348426e-02
8.7019224614066799e+04	-5.4686868206743147e+03	1.7147210369930855e+02	9.7500108187103418e-02
7.6824630801568506e+04	-5.2425701889799657e+03	1.6980034406967286e+02	1.0162007677490428e-01
6.8435980754553413e+04	-5.0398862390153454e+03	1.6816794857723096e+02	1.0600245805408270e-01
6.1462165111571012e+04	-4.8563328336816357e+03	1.6655755075321676e+02	1.1071204315979988e-01
5.5596351045976415e+04	-4.6881487173131427e+03	1.6495016391356413e+02	1.1583280507255261e-01
5.0598179892546752e+04	-4.5320380751025214e+03	1.6332486725582604e+02	1.2147322605485172e-01
4.6279650821048395e+04	-4.3851041989118376e+03	1.6165843843133689e+02	1.2777307806784005e-01
4.2493957485795501e+04	-4.2447917449796787e+03	1.5992493081155422e+02	1.3491202305247979e-01
3.9126680474535795e+04	-4.1088370103685202e+03	1.5809519422208012e+02	1.4312048056209581e-01
3.6088853226794694e+04	-3.9752256869398734e+03	1.5613633960961249e+02	1.5269330042576112e-01
3.3311515916387209e+04	-3.8421577197397614e+03	1.5401115255504095e+02	1.6400686724916336e-01
3.0741455014861767e+04	-3.7080193541980234e+03	1.5167747230391933e+02	1.7754031457792352e-01
2.8337897279250821e+04	-3.5713633066295924e+03	1.4908757884995873e+02	1.9390145927225644e-01
2.6069985278206594e+04	-3.4308992529673014e+03	1.4618767938852184e+02	2.1385773199158642e-01
